"","TriMAP1","TriMAP2"
"985",-18.194897,-1.572413
"986",-27.389376,23.292095
"987",-79.11215,-9.07301
"988",79.76773,-26.572268
"989",84.31313,19.29787
"990",-51.783867,-6.298869
"991",-42.13221,-18.404379
"992",33.43578,-19.98948
"993",-78.00575,-14.467666
"994",-31.671604,-32.82475
"995",30.365309,-14.620821
"996",-58.323128,29.5878
"997",56.10445,-1.9065108
"998",6.2695985,14.281102
"999",48.22475,-14.0723
"1000",12.28853,9.064353
